/Users/pslive1/Documents/Walk_Projext/BDL064_Kermit_EyeTracking_Walk/BDL064_Kermit_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes
BDL064_Kermit_EyeTracking_Walk.mov,1258,fixation,25927,865248.333333,865448.333333,200.000000,864946.666667,00:14:25.31500,295.460000,123.790000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1259,fixation,25982,865515.000000,868851.666667,3336.666667,866781.666667,00:14:27.15000,204.390000,178.400000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1260,fixation,26038,868985.000000,869153.333333,168.333333,868650.000000,00:14:29.01800,284.230000,101.830000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1261,fixation,26072,869220.000000,871188.333333,1968.333333,869785.000000,00:14:30.15300,324.050000,203.040000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1262,fixation,26129,872023.333333,872156.666667,133.333333,871688.333333,00:14:32.05700,165.720000,154.010000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1263,fixation,26134,872190.000000,872323.333333,133.333333,871855.000000,00:14:32.22300,200.900000,148.210000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1264,fixation,26162,872423.333333,873958.333333,1535.000000,872790.000000,00:14:33.15800,326.050000,201.930000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1265,fixation,26193,874191.666667,874291.666667,100.000000,873823.333333,00:14:34.19200,208.140000,174.690000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1266,fixation,26206,874291.666667,875060.000000,768.333333,874258.333333,00:14:34.62700,186.740000,146.370000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1267,fixation,26222,875060.000000,875326.666667,266.666667,874791.666667,00:14:35.16000,235.680000,122.920000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1268,fixation,26256,875360.000000,877330.000000,1970.000000,875926.666667,00:14:36.29500,179.460000,237.540000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1269,fixation,26293,877496.666667,877630.000000,133.333333,877161.666667,00:14:37.53000,344.610000,141.800000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1270,fixation,26300,877696.666667,877930.000000,233.333333,877395.000000,00:14:37.76300,281.040000,152.790000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1271,fixation,26325,877930.000000,879365.000000,1435.000000,878230.000000,00:14:38.59800,274.700000,172.490000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1272,fixation,26393,879398.333333,882401.666667,3003.333333,880498.333333,00:14:40.86700,214.650000,206.710000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1273,fixation,26443,882470.000000,882703.333333,233.333333,882168.333333,00:14:42.53700,262.430000,189.650000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1274,fixation,26480,882770.000000,884838.333333,2068.333333,883401.666667,00:14:43.77000,235.660000,180.440000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1275,fixation,26526,884838.333333,885840.000000,1001.666667,884938.333333,00:14:45.30700,317.930000,180.850000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1276,fixation,26547,885973.333333,886140.000000,166.666667,885638.333333,00:14:46.00700,269.390000,183.580000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1277,fixation,26569,886206.666667,887375.000000,1168.333333,886373.333333,00:14:46.74200,204.030000,166.390000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1278,fixation,26592,887441.666667,887675.000000,233.333333,887140.000000,00:14:47.50800,235.750000,163.630000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1279,fixation,26608,888043.333333,888143.333333,100.000000,887675.000000,00:14:48.04300,152.390000,245.650000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1280,fixation,26619,888210.000000,888710.000000,500.000000,888041.666667,00:14:48.41000,205.060000,223.500000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1281,fixation,26634,888876.666667,889010.000000,133.333333,888541.666667,00:14:48.91000,292.250000,166.040000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1282,fixation,26646,889110.000000,889578.333333,468.333333,888943.333333,00:14:49.31200,229.970000,171.980000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1283,fixation,26664,889645.000000,890278.333333,633.333333,889543.333333,00:14:49.91200,199.770000,223.050000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1284,fixation,26689,890713.333333,890846.666667,133.333333,890378.333333,00:14:50.74700,281.650000,139.760000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1285,fixation,26718,890846.666667,892648.333333,1801.666667,891345.000000,00:14:51.71300,223.540000,206.400000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1286,fixation,26750,892715.000000,892948.333333,233.333333,892413.333333,00:14:52.78200,267.860000,153.150000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1287,fixation,26762,893015.000000,893450.000000,435.000000,892815.000000,00:14:53.18300,266.480000,185.440000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1288,fixation,26772,893450.000000,893650.000000,200.000000,893148.333333,00:14:53.51700,272.010000,158.740000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1289,fixation,26778,893650.000000,893883.333333,233.333333,893348.333333,00:14:53.71700,280.390000,130.170000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1290,fixation,26788,894016.666667,894183.333333,166.666667,893681.666667,00:14:54.05000,215.480000,123.990000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1291,fixation,26795,894250.000000,894416.666667,166.666667,893915.000000,00:14:54.28300,252.800000,126.450000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1292,fixation,26799,894416.666667,894518.333333,101.666667,894048.333333,00:14:54.41700,253.690000,142.450000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1293,fixation,26810,894551.666667,895118.333333,566.666667,894416.666667,00:14:54.78500,235.050000,156.440000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1294,fixation,26822,895118.333333,895318.333333,200.000000,894816.666667,00:14:55.18500,257.680000,145.090000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1295,fixation,26832,895485.000000,895618.333333,133.333333,895150.000000,00:14:55.51800,262.820000,94.480000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1296,fixation,26864,895685.000000,897588.333333,1903.333333,896218.333333,00:14:56.58700,165.100000,218.880000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1297,fixation,26939,897955.000000,900325.000000,2370.000000,898721.666667,00:14:59.09000,239.330000,166.400000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1298,fixation,26979,900325.000000,900625.000000,300.000000,900056.666667,00:15:00.42500,253.810000,137.610000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1299,fixation,26991,900691.666667,901058.333333,366.666667,900456.666667,00:15:00.82500,232.080000,169.580000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1300,fixation,27002,901125.000000,901360.000000,235.000000,900825.000000,00:15:01.19300,273.550000,68.780000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1301,fixation,27009,901426.666667,901526.666667,100.000000,901058.333333,00:15:01.42700,213.910000,155.710000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1302,fixation,27015,901526.666667,901826.666667,300.000000,901258.333333,00:15:01.62700,227.610000,133.580000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1303,fixation,27029,901826.666667,902426.666667,600.000000,901725.000000,00:15:02.09300,255.330000,149.470000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1304,fixation,27044,902460.000000,902828.333333,368.333333,902226.666667,00:15:02.59500,321.080000,160.280000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1305,fixation,27066,903228.333333,903528.333333,300.000000,902960.000000,00:15:03.32800,193.300000,112.930000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1306,fixation,27097,903528.333333,905298.333333,1770.000000,903995.000000,00:15:04.36300,227.110000,161.320000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1307,fixation,27129,905331.666667,905598.333333,266.666667,905063.333333,00:15:05.43200,293.530000,133.480000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1308,fixation,27138,905631.666667,905898.333333,266.666667,905363.333333,00:15:05.73200,250.600000,181.140000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1309,fixation,27147,905931.666667,906198.333333,266.666667,905663.333333,00:15:06.03200,281.350000,107.680000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1310,fixation,27157,906231.666667,906600.000000,368.333333,905996.666667,00:15:06.36500,243.570000,158.170000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1311,fixation,27165,906600.000000,906766.666667,166.666667,906265.000000,00:15:06.63300,242.020000,141.580000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1312,fixation,27172,906866.666667,906966.666667,100.000000,906498.333333,00:15:06.86700,274.400000,98.720000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1313,fixation,27177,907000.000000,907166.666667,166.666667,906665.000000,00:15:07.03300,305.220000,93.980000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1314,fixation,27184,907166.666667,907466.666667,300.000000,906898.333333,00:15:07.26700,327.600000,124.700000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1315,fixation,27195,907633.333333,907733.333333,100.000000,907265.000000,00:15:07.63300,256.990000,138.310000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1316,fixation,27208,907968.333333,908268.333333,300.000000,907700.000000,00:15:08.06800,306.350000,135.570000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1317,fixation,27218,908401.666667,908501.666667,100.000000,908033.333333,00:15:08.40200,313.140000,86.260000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1318,fixation,27227,908701.666667,908801.666667,100.000000,908333.333333,00:15:08.70200,297.500000,146.080000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1319,fixation,27233,908835.000000,909068.333333,233.333333,908533.333333,00:15:08.90200,312.870000,145.240000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1320,fixation,27246,909135.000000,909636.666667,501.666667,908968.333333,00:15:09.33700,290.210000,134.620000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1321,fixation,27258,909636.666667,909903.333333,266.666667,909368.333333,00:15:09.73700,270.540000,95.240000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1322,fixation,27307,909936.666667,912873.333333,2936.666667,911003.333333,00:15:11.37200,243.510000,195.810000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1323,fixation,27356,912940.000000,913175.000000,235.000000,912638.333333,00:15:13.00700,219.110000,157.630000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1324,fixation,27376,913208.333333,914241.666667,1033.333333,913306.666667,00:15:13.67500,201.410000,230.250000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1325,fixation,27399,914441.666667,914543.333333,101.666667,914073.333333,00:15:14.44200,269.970000,89.020000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1326,fixation,27409,914743.333333,914910.000000,166.666667,914408.333333,00:15:14.77700,218.300000,179.970000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1327,fixation,27416,914910.000000,915210.000000,300.000000,914641.666667,00:15:15.01000,253.680000,147.140000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1328,fixation,27425,915210.000000,915476.666667,266.666667,914941.666667,00:15:15.31000,258.830000,154.290000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1329,fixation,27446,915510.000000,916578.333333,1068.333333,915643.333333,00:15:16.01200,207.330000,156.020000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1330,fixation,27465,916578.333333,916811.666667,233.333333,916276.666667,00:15:16.64500,222.390000,168.940000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1331,fixation,27481,916878.333333,917580.000000,701.666667,916811.666667,00:15:17.18000,165.870000,227.910000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1332,fixation,27501,917580.000000,918180.000000,600.000000,917478.333333,00:15:17.84700,172.640000,236.600000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1333,fixation,27515,918246.666667,918480.000000,233.333333,917945.000000,00:15:18.31300,227.160000,181.120000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1334,fixation,27529,918715.000000,918915.000000,200.000000,918413.333333,00:15:18.78200,289.260000,173.260000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1335,fixation,27549,918948.333333,920016.666667,1068.333333,919080.000000,00:15:19.44800,297.540000,200.180000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1336,fixation,27571,920150.000000,920316.666667,166.666667,919815.000000,00:15:20.18300,298.630000,188.540000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1337,fixation,27586,920416.666667,921050.000000,633.333333,920315.000000,00:15:20.68300,255.460000,277.730000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1338,fixation,27600,921050.000000,921318.333333,268.333333,920781.666667,00:15:21.15000,277.030000,205.360000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1339,fixation,27613,921351.666667,921885.000000,533.333333,921216.666667,00:15:21.58500,215.950000,212.110000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1340,fixation,27666,921885.000000,924921.666667,3036.666667,922985.000000,00:15:23.35300,261.790000,212.610000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1341,fixation,27718,925055.000000,925190.000000,135.000000,924720.000000,00:15:25.08800,309.370000,160.980000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1342,fixation,27734,925623.333333,925723.333333,100.000000,925255.000000,00:15:25.62300,247.410000,164.240000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1343,fixation,27764,926090.000000,927258.333333,1168.333333,926256.666667,00:15:26.62500,181.200000,222.190000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1344,fixation,27820,927725.000000,929361.666667,1636.666667,928125.000000,00:15:28.49300,300.090000,186.690000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1345,fixation,27851,929495.000000,929661.666667,166.666667,929160.000000,00:15:29.52800,211.650000,193.290000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1346,fixation,27856,929661.666667,929795.000000,133.333333,929326.666667,00:15:29.69500,198.140000,201.800000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1347,fixation,27870,929795.000000,930596.666667,801.666667,929793.333333,00:15:30.16200,219.240000,208.650000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1348,fixation,27902,930796.666667,931763.333333,966.666667,930861.666667,00:15:31.23000,193.040000,218.970000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1349,fixation,27970,932365.000000,934701.666667,2336.666667,933131.666667,00:15:33.50000,320.790000,195.950000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1350,fixation,28017,935001.666667,935235.000000,233.333333,934700.000000,00:15:35.06800,247.620000,136.890000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1351,fixation,28043,935301.666667,936636.666667,1335.000000,935568.333333,00:15:35.93700,228.770000,181.830000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1352,fixation,28069,936770.000000,936936.666667,166.666667,936435.000000,00:15:36.80300,322.340000,115.680000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1353,fixation,28084,937003.333333,937671.666667,668.333333,936936.666667,00:15:37.30500,261.310000,179.960000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1354,fixation,28099,937705.000000,937971.666667,266.666667,937436.666667,00:15:37.80500,227.490000,148.880000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1355,fixation,28135,938005.000000,940075.000000,2070.000000,938638.333333,00:15:39.00700,233.700000,220.810000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1356,fixation,28180,940475.000000,940641.666667,166.666667,940140.000000,00:15:40.50800,321.610000,100.070000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1357,fixation,28200,940708.333333,941743.333333,1035.000000,940806.666667,00:15:41.17500,310.650000,200.930000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1358,fixation,28222,941843.333333,942043.333333,200.000000,941541.666667,00:15:41.91000,245.940000,118.110000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1359,fixation,28232,942176.666667,942376.666667,200.000000,941875.000000,00:15:42.24300,288.220000,94.300000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1360,fixation,28241,942476.666667,942678.333333,201.666667,942176.666667,00:15:42.54500,219.830000,101.670000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1361,fixation,28262,942745.000000,943845.000000,1100.000000,942876.666667,00:15:43.24500,192.700000,225.250000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1362,fixation,28304,944613.333333,944746.666667,133.333333,944278.333333,00:15:44.64700,357.000000,151.140000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1363,fixation,28308,944780.000000,944880.000000,100.000000,944411.666667,00:15:44.78000,317.940000,168.810000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1364,fixation,28324,944913.333333,945815.000000,901.666667,944946.666667,00:15:45.31500,331.910000,189.450000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1365,fixation,28343,945881.666667,946081.666667,200.000000,945580.000000,00:15:45.94800,407.190000,130.920000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1366,fixation,28354,946248.333333,946448.333333,200.000000,945946.666667,00:15:46.31500,368.510000,215.420000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1367,fixation,28396,947416.666667,948118.333333,701.666667,947348.333333,00:15:47.71700,139.380000,273.500000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1368,fixation,28434,948951.666667,949085.000000,133.333333,948616.666667,00:15:48.98500,341.780000,132.070000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1369,fixation,28442,949220.000000,949353.333333,133.333333,948885.000000,00:15:49.25300,325.890000,70.080000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1370,fixation,28450,949486.666667,949653.333333,166.666667,949151.666667,00:15:49.52000,381.080000,101.150000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1371,fixation,28491,949853.333333,952023.333333,2170.000000,950520.000000,00:15:50.88800,284.800000,208.620000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1372,fixation,28530,952123.333333,952323.333333,200.000000,951821.666667,00:15:52.19000,214.050000,139.860000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1373,fixation,28544,952590.000000,952790.000000,200.000000,952288.333333,00:15:52.65700,156.060000,202.190000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1374,fixation,28562,953225.000000,953391.666667,166.666667,952890.000000,00:15:53.25800,297.730000,149.660000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1375,fixation,28585,953458.333333,954693.333333,1235.000000,953656.666667,00:15:54.02500,242.940000,226.780000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1376,fixation,28611,954860.000000,954993.333333,133.333333,954525.000000,00:15:54.89300,296.210000,137.080000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1377,fixation,28624,955126.666667,955626.666667,500.000000,954958.333333,00:15:55.32700,291.300000,215.150000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1378,fixation,28637,955660.000000,955928.333333,268.333333,955391.666667,00:15:55.76000,351.230000,213.270000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1379,fixation,28643,955928.333333,956061.666667,133.333333,955593.333333,00:15:55.96200,345.960000,200.570000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1380,fixation,28651,956161.666667,956361.666667,200.000000,955860.000000,00:15:56.22800,407.560000,230.110000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1381,fixation,28656,956395.000000,956495.000000,100.000000,956026.666667,00:15:56.39500,388.260000,232.080000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1382,fixation,28676,956861.666667,957363.333333,501.666667,956693.333333,00:15:57.06200,221.750000,157.520000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1383,fixation,28690,957463.333333,957663.333333,200.000000,957161.666667,00:15:57.53000,192.240000,99.650000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1384,fixation,28700,957763.333333,958030.000000,266.666667,957495.000000,00:15:57.86300,227.040000,142.500000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1385,fixation,28720,958430.000000,958731.666667,301.666667,958161.666667,00:15:58.53000,292.580000,134.370000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1386,fixation,28738,958731.666667,959631.666667,900.000000,958763.333333,00:15:59.13200,276.100000,192.620000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1387,fixation,28758,959765.000000,959933.333333,168.333333,959430.000000,00:15:59.79800,275.520000,93.390000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1388,fixation,28773,960000.000000,960700.000000,700.000000,959931.666667,00:16:00.30000,267.120000,98.050000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1389,fixation,28789,960700.000000,961066.666667,366.666667,960465.000000,00:16:00.83300,280.760000,141.410000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1390,fixation,28800,961133.333333,961368.333333,235.000000,960831.666667,00:16:01.20000,300.100000,68.790000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1391,fixation,28809,961435.000000,961668.333333,233.333333,961133.333333,00:16:01.50200,297.810000,121.420000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1392,fixation,28814,961668.333333,961768.333333,100.000000,961300.000000,00:16:01.66800,307.900000,138.540000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1393,fixation,28820,961768.333333,962068.333333,300.000000,961500.000000,00:16:01.86800,331.870000,165.760000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1394,fixation,28831,962101.666667,962468.333333,366.666667,961866.666667,00:16:02.23500,278.970000,125.280000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1395,fixation,28838,962468.333333,962570.000000,101.666667,962100.000000,00:16:02.46800,256.840000,129.880000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1396,fixation,28848,962570.000000,963103.333333,533.333333,962435.000000,00:16:02.80300,245.720000,187.700000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1397,fixation,28868,963370.000000,963636.666667,266.666667,963101.666667,00:16:03.47000,141.780000,207.640000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1398,fixation,28874,963636.666667,963803.333333,166.666667,963301.666667,00:16:03.67000,152.700000,195.990000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1399,fixation,28881,963870.000000,964038.333333,168.333333,963536.666667,00:16:03.90500,253.650000,217.990000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1400,fixation,28889,964138.333333,964305.000000,166.666667,963803.333333,00:16:04.17200,307.570000,207.040000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1401,fixation,28898,964371.666667,964638.333333,266.666667,964103.333333,00:16:04.47200,357.240000,155.260000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1402,fixation,28907,964671.666667,964971.666667,300.000000,964403.333333,00:16:04.77200,304.200000,157.490000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1403,fixation,28916,964971.666667,965240.000000,268.333333,964703.333333,00:16:05.07200,259.810000,168.480000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1404,fixation,28922,965240.000000,965373.333333,133.333333,964905.000000,00:16:05.27300,218.120000,158.220000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,1405,fixation,28928,965473.333333,965573.333333,100.000000,965105.000000,00:16:05.47300,181.650000,219.960000,-1000.000000,-1000.000000,,,
